1A_acceptance,2B_acceptance,3A_acceptance,4B_acceptance,5A_acceptance,6B_acceptance,7A_acceptance,8B_acceptance,9A_acceptance,10B_acceptance,11A_acceptance,12B_acceptance,13A_acceptance,14B_acceptance,15A_acceptance,16B_acceptance,17A_acceptance,18B_acceptance,1B_acceptance,2A_acceptance,3B_acceptance,4A_acceptance,5B_acceptance,6A_acceptance,7B_acceptance,8A_acceptance,9B_acceptance,10A_acceptance,11B_acceptance,12A_acceptance,13B_acceptance,14A_acceptance,15B_acceptance,16A_acceptance,17B_acceptance,18A_acceptance
5.4,4,5.342857143,4.285714286,4.75,3.378378378,4.96969697,4.117647059,4.84375,4.153846154,4.818181818,3.416666667,6.314285714,4.833333333,5.783783784,3.411764706,5.805555556,4.294117647,3.684210526,5.390243902,3.625,4.972972973,4.05,3.85,3.292682927,5.3,3.435897436,5.525,4.358974359,5.325,4.230769231,4.512820513,4.421052632,4.853658537,4.307692308,4.538461538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A_acceptance,2B_acceptance,3A_acceptance,4B_acceptance,5A_acceptance,6B_acceptance,7A_acceptance,8B_acceptance,9A_acceptance,10B_acceptance,11A_acceptance,12B_acceptance,13A_acceptance,14B_acceptance,15A_acceptance,16B_acceptance,17A_acceptance,18B_acceptance,1B_acceptance,2A_acceptance,3B_acceptance,4A_acceptance,5B_acceptance,6A_acceptance,7B_acceptance,8A_acceptance,9B_acceptance,10A_acceptance,11B_acceptance,12A_acceptance,13B_acceptance,14A_acceptance,15B_acceptance,16A_acceptance,17B_acceptance,18A_acceptance
5.047619048,3.571428571,5.875,4.523809524,4.558139535,2.976190476,5.15,4.512820513,4.404761905,3.547619048,4.256410256,2.85,6.131578947,4.375,5.87804878,3.658536585,5.868421053,3.615384615,4.236842105,5.540540541,3.973684211,5.473684211,3.941176471,4.303030303,3.5,5.473684211,4.351351351,5.764705882,4.638888889,5.638888889,3.684210526,4.970588235,4.606060606,5.351351351,4.303030303,4.947368421
